transaction_id,customer_id,date,product_name,category,price_chf
T00653,C1737,2024-07-30,Sac à dos PC,Accessoires,855.03
T00653,C1737,2024-07-30,Souris sans fil,Informatique,708.72
T00654,C4051,2024-04-20,Câble Audio optique,Audio,935.45
T00654,C4051,2024-04-20,Multiprise USB,Accessoires,410.82
T00655,C3372,2024-07-22,Multiprise USB,Accessoires,854.14
T00656,C2373,2024-01-16,"Housse laptop 15""",Accessoires,867.67
T00656,C2373,2024-01-16,Tapis de souris XL,Bureau,1242.99
T00656,C2373,2024-01-16,Souris sans fil,Informatique,269.58
T00657,C1370,2024-10-06,Câble USB-C,Téléphonie,1285.55
T00658,C8034,2024-09-05,Support laptop,Bureau,675.51
T00659,C8028,2024-05-18,Imprimante laser,Bureau,101.94
T00659,C8028,2024-05-18,"Écran 27"" 4K",Informatique,1134.53
T00659,C8028,2024-05-18,Cartouche toner,Bureau,826.29
T00659,C8028,2024-05-18,Papier A4 500f,Bureau,1157.96
T00659,C8028,2024-05-18,Câble USB-C,Téléphonie,450.4
T00660,C6970,2024-11-29,Batterie externe,Téléphonie,1165.23
T00660,C6970,2024-11-29,Multiprise USB,Accessoires,361.27
T00661,C3846,2024-06-20,Souris sans fil,Informatique,1273.94
T00662,C5637,2024-06-23,Cartouche toner,Bureau,253.56
T00663,C4624,2024-07-14,Multiprise USB,Accessoires,439.26
T00664,C7351,2024-08-06,Clavier sans fil,Informatique,530.28
T00664,C7351,2024-08-06,Tapis de souris XL,Bureau,520.67
T00665,C3919,2024-06-21,Webcam HD,Informatique,939.52
T00666,C4283,2024-11-30,Support laptop,Bureau,124.95
T00666,C4283,2024-11-30,Hub USB-C,Informatique,111.33
T00667,C4061,2024-05-12,Clavier sans fil,Informatique,1229.19
T00667,C4061,2024-05-12,Tapis de souris XL,Bureau,290.57
T00667,C4061,2024-05-12,Souris sans fil,Informatique,340.87
T00668,C2292,2024-10-19,Imprimante laser,Bureau,790.54
T00668,C2292,2024-10-19,Papier A4 500f,Bureau,886.32
T00669,C3067,2024-08-10,Câble Audio optique,Audio,955.53
T00670,C2918,2024-07-19,Câble HDMI 2.1,Accessoires,863.84
T00670,C2918,2024-07-19,Chargeur rapide,Téléphonie,800.28
T00670,C2918,2024-07-19,"Écran 27"" 4K",Informatique,694.42
T00670,C2918,2024-07-19,Tapis de souris XL,Bureau,890.31
T00670,C2918,2024-07-19,Sac à dos PC,Accessoires,831.56
T00670,C2918,2024-07-19,Support laptop,Bureau,1146.02
T00670,C2918,2024-07-19,Clavier sans fil,Informatique,765.33
T00670,C2918,2024-07-19,Souris sans fil,Informatique,1013.6
T00671,C9116,2024-03-27,Adaptateur Jack,Audio,877.09
T00672,C2421,2024-06-04,Disque SSD externe,Informatique,1014.24
T00672,C2421,2024-06-04,Câble USB-C,Téléphonie,944.23
T00673,C2445,2024-05-22,"Laptop Pro 15""",Informatique,177.73
T00673,C2445,2024-05-22,Hub USB-C,Informatique,1256.87
T00673,C2445,2024-05-22,Clavier mécanique,Informatique,1055.89
T00673,C2445,2024-05-22,Sac à dos PC,Accessoires,151.34
T00673,C2445,2024-05-22,Support laptop,Bureau,166.85
T00673,C2445,2024-05-22,Souris sans fil,Informatique,776.24
T00674,C5426,2024-02-10,Casque Bluetooth,Informatique,54.9
T00675,C3551,2024-06-03,Souris sans fil,Informatique,509.87
T00676,C7322,2024-02-22,Coque protection,Téléphonie,1043.66
T00676,C7322,2024-02-22,Smartphone iPhone,Téléphonie,1189.53
T00676,C7322,2024-02-22,Enceinte Bluetooth,Audio,985.23
T00676,C7322,2024-02-22,Câble USB-C,Téléphonie,1070.08
T00677,C7386,2024-09-15,Protection écran,Téléphonie,349.67
T00677,C7386,2024-09-15,"Laptop Pro 15""",Informatique,278.71
T00677,C7386,2024-09-15,Enceinte Bluetooth,Audio,996.14
T00678,C4655,2024-09-25,Chargeur rapide,Téléphonie,641.1
T00678,C4655,2024-09-25,Smartphone iPhone,Téléphonie,513.78
T00679,C2017,2024-06-02,Imprimante laser,Bureau,648.28
T00679,C2017,2024-06-02,Cartouche toner,Bureau,364.63
T00679,C2017,2024-06-02,Papier A4 500f,Bureau,620.53
T00680,C7176,2024-03-20,Câble Audio optique,Audio,367.47
T00681,C8683,2024-01-03,Support laptop,Bureau,510.62
T00681,C8683,2024-01-03,Câble HDMI 2.1,Accessoires,1067.83
T00681,C8683,2024-01-03,"Écran 27"" 4K",Informatique,591.5
T00682,C4680,2024-05-24,Protection écran,Téléphonie,1216.24
T00683,C4114,2024-10-04,Clavier sans fil,Informatique,234.44
T00683,C4114,2024-10-04,Câble HDMI 2.1,Accessoires,139.45
T00683,C4114,2024-10-04,Tapis de souris XL,Bureau,961.49
T00684,C2904,2024-05-17,Chargeur rapide,Téléphonie,846.84
T00684,C2904,2024-05-17,Laptop Ultrabook,Informatique,115.22
T00684,C2904,2024-05-17,Câble USB-C,Téléphonie,184.42
T00685,C4731,2024-09-21,Imprimante laser,Bureau,941.88
T00685,C4731,2024-09-21,Cartouche toner,Bureau,550.88
T00685,C4731,2024-09-21,Papier A4 500f,Bureau,134.4
T00686,C4221,2024-03-13,Câble Audio optique,Audio,1188.99
T00686,C4221,2024-03-13,Tapis de souris XL,Bureau,751.28
T00686,C4221,2024-03-13,Souris sans fil,Informatique,961.5
T00687,C8775,2024-03-12,Papier A4 500f,Bureau,92.65
T00688,C4819,2024-08-15,Multiprise USB,Accessoires,222.42
T00689,C7936,2024-08-10,Câble Audio optique,Audio,1054.93
T00689,C7936,2024-08-10,Enceinte Bluetooth,Audio,540.88
T00690,C9520,2024-06-17,Câble USB-C,Téléphonie,530.74
T00691,C4975,2024-09-14,Batterie externe,Téléphonie,214.06
T00691,C4975,2024-09-14,Câble USB-C,Téléphonie,76.98
T00692,C2300,2024-03-17,Clavier sans fil,Informatique,223.4
T00693,C6279,2024-11-15,Papier A4 500f,Bureau,99.52
T00693,C6279,2024-11-15,Tapis de souris XL,Bureau,71.37
T00694,C4934,2024-06-09,Chargeur rapide,Téléphonie,1105.47
T00695,C9172,2024-06-27,"Housse laptop 15""",Accessoires,661.22
T00695,C9172,2024-06-27,Tapis de souris XL,Bureau,328.75
T00695,C9172,2024-06-27,Souris sans fil,Informatique,527.28
T00696,C3439,2024-06-15,Protection écran,Téléphonie,570.78
T00696,C3439,2024-06-15,Souris sans fil,Informatique,700.06
T00697,C6587,2024-05-29,Protection écran,Téléphonie,148.48
T00698,C1944,2024-02-12,Lampe de bureau LED,Bureau,215.26
T00699,C6150,2024-04-29,Multiprise USB,Accessoires,102.47
T00700,C6885,2024-05-07,Coque protection,Téléphonie,860.47
T00701,C9951,2024-02-04,Chargeur rapide,Téléphonie,993.88
T00701,C9951,2024-02-04,Câble USB-C,Téléphonie,970.88
T00702,C6948,2024-09-06,Webcam HD,Informatique,174.98
T00703,C8660,2024-03-11,Lampe de bureau LED,Bureau,335.33
T00703,C8660,2024-03-11,Enceinte Bluetooth,Audio,491.71
T00703,C8660,2024-03-11,Sac à dos PC,Accessoires,1100.56
T00704,C9491,2024-05-02,Écouteurs True Wireless,Audio,772.44
T00705,C8145,2024-08-07,"Laptop Pro 15""",Informatique,673.72
T00705,C8145,2024-08-07,Smartphone iPhone,Téléphonie,1059.21
T00705,C8145,2024-08-07,Sac à dos PC,Accessoires,940.83
T00705,C8145,2024-08-07,Support laptop,Bureau,802.79
T00705,C8145,2024-08-07,Souris sans fil,Informatique,204.29
T00706,C1569,2024-07-30,Casque HiFi,Audio,376.18
T00707,C8928,2024-10-01,Webcam HD,Informatique,150.04
T00708,C5000,2024-04-15,Lecteur carte SD,Accessoires,940.15
T00709,C8165,2024-01-18,Clavier sans fil,Informatique,967.41
T00709,C8165,2024-01-18,Tapis de souris XL,Bureau,623.93
T00710,C5671,2024-08-06,Nettoyant écran,Accessoires,213.89
T00711,C1414,2024-05-21,Chargeur rapide,Téléphonie,129.04
T00711,C1414,2024-05-21,Câble USB-C,Téléphonie,1190.65
T00712,C4356,2024-09-07,Imprimante laser,Bureau,968.69
T00712,C4356,2024-09-07,Batterie externe,Téléphonie,927.59
T00712,C4356,2024-09-07,Câble USB-C,Téléphonie,85.22
T00713,C6672,2024-01-25,Sac à dos PC,Accessoires,232.2
T00713,C6672,2024-01-25,Protection écran,Téléphonie,36.64
T00713,C6672,2024-01-25,"Écran 27"" 4K",Informatique,50.61
T00714,C9898,2024-01-31,Casque Bluetooth,Informatique,165.68
T00715,C9123,2024-05-24,Chargeur rapide,Téléphonie,431.77
T00715,C9123,2024-05-24,Câble USB-C,Téléphonie,291.02
T00716,C9546,2024-01-24,Webcam HD,Informatique,731.3
T00717,C2345,2024-04-14,Lampe de bureau LED,Bureau,613.28
T00717,C2345,2024-04-14,Souris sans fil,Informatique,310.32
T00718,C1930,2024-03-25,Protection écran,Téléphonie,117.5
T00718,C1930,2024-03-25,Chargeur rapide,Téléphonie,17.16
T00718,C1930,2024-03-25,Coque protection,Téléphonie,48.31
T00718,C1930,2024-03-25,Smartphone Android,Téléphonie,736.11
T00718,C1930,2024-03-25,Câble USB-C,Téléphonie,993.27
T00719,C3925,2024-05-24,Câble HDMI 2.1,Accessoires,330.29
T00720,C8110,2024-07-18,Protection écran,Téléphonie,236.29
T00720,C8110,2024-07-18,Smartphone iPhone,Téléphonie,489.31
T00720,C8110,2024-07-18,Coque protection,Téléphonie,46.36
T00720,C8110,2024-07-18,Smartphone Android,Téléphonie,186.59
T00720,C8110,2024-07-18,Câble USB-C,Téléphonie,233.18
T00721,C3372,2024-04-28,Disque SSD externe,Informatique,856.4
T00721,C3372,2024-04-28,Écouteurs True Wireless,Audio,1088.89
T00722,C9583,2024-11-03,Câble Audio optique,Audio,672.55
T00723,C6027,2024-09-13,Câble Audio optique,Audio,809.86
T00724,C9772,2024-08-08,Chargeur rapide,Téléphonie,800.48
T00724,C9772,2024-08-08,Câble USB-C,Téléphonie,991.78
T00725,C2874,2024-12-09,Smartphone Android,Téléphonie,818.98
T00725,C2874,2024-12-09,Câble Audio optique,Audio,1215.53
T00725,C2874,2024-12-09,Lecteur carte SD,Accessoires,395.42
T00725,C2874,2024-12-09,Enceinte Bluetooth,Audio,472.9
T00726,C2210,2024-03-11,Coque protection,Téléphonie,800.17
T00727,C6429,2024-01-22,Hub USB-C,Informatique,612.99
T00727,C6429,2024-01-22,Laptop Ultrabook,Informatique,550.54
T00727,C6429,2024-01-22,Souris sans fil,Informatique,239.71
T00728,C5758,2024-11-20,Hub USB-C,Informatique,275.89
T00728,C5758,2024-11-20,Laptop Ultrabook,Informatique,196.9
T00729,C5398,2024-09-02,Lampe de bureau LED,Bureau,819.2
T00730,C6012,2024-05-30,Protection écran,Téléphonie,709.5
T00730,C6012,2024-05-30,Chargeur rapide,Téléphonie,1039.9
T00730,C6012,2024-05-30,Coque protection,Téléphonie,56.64
T00730,C6012,2024-05-30,Smartphone Android,Téléphonie,1278.4
T00730,C6012,2024-05-30,Batterie externe,Téléphonie,596.32
T00730,C6012,2024-05-30,Câble USB-C,Téléphonie,472.98
T00731,C6748,2024-09-18,Tapis de souris XL,Bureau,784.22
T00731,C6748,2024-09-18,"Housse laptop 15""",Accessoires,643.16
T00731,C6748,2024-09-18,Écouteurs True Wireless,Audio,260.59
T00732,C9066,2024-05-08,Clavier mécanique,Informatique,324.7
T00732,C9066,2024-05-08,Sac à dos PC,Accessoires,565.12
T00733,C5780,2024-01-17,Tapis de souris XL,Bureau,969.28
T00734,C9117,2024-07-04,Lecteur carte SD,Accessoires,1073.34
T00735,C5197,2024-08-03,Protection écran,Téléphonie,150.14
T00735,C5197,2024-08-03,"Laptop Pro 15""",Informatique,619.53
T00735,C5197,2024-08-03,Hub USB-C,Informatique,977.18
T00735,C5197,2024-08-03,Multiprise USB,Accessoires,798.17
T00735,C5197,2024-08-03,Clavier mécanique,Informatique,139.56
T00735,C5197,2024-08-03,Tapis de souris XL,Bureau,521.16
T00735,C5197,2024-08-03,Sac à dos PC,Accessoires,663.78
T00735,C5197,2024-08-03,Support laptop,Bureau,1293.64
T00735,C5197,2024-08-03,Souris sans fil,Informatique,240.14
T00736,C7707,2024-07-25,Câble Audio optique,Audio,560.3
T00736,C7707,2024-07-25,Lampe de bureau LED,Bureau,670.8
T00736,C7707,2024-07-25,Souris sans fil,Informatique,199.2
T00737,C2007,2024-01-23,Cartouche toner,Bureau,196.37
T00738,C4883,2024-07-30,Chargeur rapide,Téléphonie,1212.96
T00738,C4883,2024-07-30,Coque protection,Téléphonie,262.17
T00738,C4883,2024-07-30,Smartphone Android,Téléphonie,995.5
T00738,C4883,2024-07-30,Disque SSD externe,Informatique,40.2
T00738,C4883,2024-07-30,Enceinte Bluetooth,Audio,493.95
T00738,C4883,2024-07-30,Câble USB-C,Téléphonie,152.67
T00739,C8595,2024-05-30,Lecteur carte SD,Accessoires,233.61
T00740,C8020,2024-04-27,"Laptop Pro 15""",Informatique,548.13
T00740,C8020,2024-04-27,Hub USB-C,Informatique,397.39
T00740,C8020,2024-04-27,"Écran 27"" 4K",Informatique,856.35
T00740,C8020,2024-04-27,Tapis de souris XL,Bureau,1194.39
T00740,C8020,2024-04-27,Sac à dos PC,Accessoires,526.31
T00740,C8020,2024-04-27,Souris sans fil,Informatique,257.85
T00741,C7141,2024-02-29,Support laptop,Bureau,1110.79
T00741,C7141,2024-02-29,Laptop Ultrabook,Informatique,746.8
T00742,C9899,2024-03-13,Clavier mécanique,Informatique,202.8
T00743,C1112,2024-02-17,Papier A4 500f,Bureau,1243.31
T00744,C9350,2024-11-04,Cartouche toner,Bureau,118.06
T00745,C3298,2024-10-30,Protection écran,Téléphonie,539.43
T00745,C3298,2024-10-30,Chargeur rapide,Téléphonie,1140.24
T00745,C3298,2024-10-30,Coque protection,Téléphonie,689.92
T00745,C3298,2024-10-30,Smartphone Android,Téléphonie,440.74
T00745,C3298,2024-10-30,Câble USB-C,Téléphonie,277.89
T00746,C2222,2024-09-27,Clavier mécanique,Informatique,814.97
T00746,C2222,2024-09-27,Laptop Ultrabook,Informatique,613.28
T00747,C8740,2024-05-25,Protection écran,Téléphonie,1247.23
T00747,C8740,2024-05-25,Tapis de souris XL,Bureau,680.35
T00747,C8740,2024-05-25,Souris sans fil,Informatique,526.44
T00748,C3391,2024-02-09,Multiprise USB,Accessoires,1014.09
T00748,C3391,2024-02-09,Batterie externe,Téléphonie,448.33
T00748,C3391,2024-02-09,Câble USB-C,Téléphonie,240.27
T00749,C5342,2024-01-31,Disque SSD externe,Informatique,558.42
T00749,C5342,2024-01-31,Chargeur rapide,Téléphonie,89.56
T00749,C5342,2024-01-31,Câble USB-C,Téléphonie,727.7
T00750,C6419,2024-06-09,Webcam HD,Informatique,689.21
T00750,C6419,2024-06-09,Casque Bluetooth,Informatique,723.49
T00751,C5496,2024-07-30,Casque HiFi,Audio,714.41
T00751,C5496,2024-07-30,Batterie externe,Téléphonie,274.5
T00752,C3413,2024-01-04,Adaptateur Jack,Audio,722.74
T00752,C3413,2024-01-04,Câble Audio optique,Audio,639.7
T00752,C3413,2024-01-04,Enceinte Bluetooth,Audio,156.78
T00753,C2150,2024-11-09,Coque protection,Téléphonie,447.63
T00753,C2150,2024-11-09,Câble Audio optique,Audio,410.61
T00754,C1018,2024-03-28,Hub USB-C,Informatique,138.66
T00754,C1018,2024-03-28,Nettoyant écran,Accessoires,733.95
T00755,C9603,2024-11-06,Protection écran,Téléphonie,1271.23
T00756,C7387,2024-08-07,Câble Audio optique,Audio,646.46
T00757,C1206,2024-01-03,Cartouche toner,Bureau,439.68
T00758,C2828,2024-01-21,Cartouche toner,Bureau,263.34
T00758,C2828,2024-01-21,Papier A4 500f,Bureau,1119.41
T00759,C3167,2024-07-20,Casque Bluetooth,Informatique,1181.19
T00760,C7532,2024-10-21,Smartphone iPhone,Téléphonie,1169.35
T00760,C7532,2024-10-21,Nettoyant écran,Accessoires,1029.35
T00761,C6439,2024-03-30,Batterie externe,Téléphonie,872.91
T00761,C6439,2024-03-30,Câble USB-C,Téléphonie,429.95
T00762,C7639,2024-03-16,Câble Audio optique,Audio,160.14
T00763,C8513,2024-11-13,Lampe de bureau LED,Bureau,654.22
T00764,C8134,2024-02-29,"Laptop Pro 15""",Informatique,800.21
T00764,C8134,2024-02-29,Hub USB-C,Informatique,82.05
T00764,C8134,2024-02-29,Clavier mécanique,Informatique,662.78
T00764,C8134,2024-02-29,Tapis de souris XL,Bureau,1132.57
T00764,C8134,2024-02-29,Souris sans fil,Informatique,285.07
T00765,C7196,2024-11-29,Câble HDMI 2.1,Accessoires,1220.98
T00765,C7196,2024-11-29,"Écran 27"" 4K",Informatique,562.36
T00765,C7196,2024-11-29,Clavier mécanique,Informatique,471.87
T00765,C7196,2024-11-29,Tapis de souris XL,Bureau,577.8
T00765,C7196,2024-11-29,Support laptop,Bureau,679.53
T00765,C7196,2024-11-29,Clavier sans fil,Informatique,824.6
T00765,C7196,2024-11-29,Souris sans fil,Informatique,1042.07
T00766,C6293,2024-03-29,Support laptop,Bureau,1063.71
T00766,C6293,2024-03-29,Coque protection,Téléphonie,697.92
T00767,C8735,2024-06-26,Câble USB-C,Téléphonie,729.28
T00768,C4630,2024-08-07,Batterie externe,Téléphonie,1037.41
T00768,C4630,2024-08-07,Nettoyant écran,Accessoires,888.65
T00769,C6992,2024-02-13,Cartouche toner,Bureau,1079.2
T00770,C7023,2024-02-03,Casque Bluetooth,Informatique,119.95
T00770,C7023,2024-02-03,Chargeur rapide,Téléphonie,582.75
T00770,C7023,2024-02-03,Câble USB-C,Téléphonie,1104.89
T00771,C3155,2024-01-21,Clavier sans fil,Informatique,386.74
T00771,C3155,2024-01-21,Câble HDMI 2.1,Accessoires,552.3
T00771,C3155,2024-01-21,Tapis de souris XL,Bureau,920.9
T00772,C9598,2024-06-25,Adaptateur Jack,Audio,451.33
T00772,C9598,2024-06-25,Casque Bluetooth,Informatique,1296.68
T00772,C9598,2024-06-25,Papier A4 500f,Bureau,14.42
T00773,C6412,2024-04-13,Coque protection,Téléphonie,267.03
T00773,C6412,2024-04-13,Smartphone Android,Téléphonie,88.24
T00774,C4262,2024-04-28,Coque protection,Téléphonie,951.67
T00774,C4262,2024-04-28,Tapis de souris XL,Bureau,814.73
T00774,C4262,2024-04-28,Écouteurs True Wireless,Audio,316.22
T00775,C3920,2024-09-13,Hub USB-C,Informatique,1203.88
T00775,C3920,2024-09-13,Câble Audio optique,Audio,1060.53
T00776,C7100,2024-08-07,Support laptop,Bureau,1276.14
T00777,C3808,2024-03-05,Protection écran,Téléphonie,77.53
T00777,C3808,2024-03-05,Tapis de souris XL,Bureau,387.95
T00778,C1929,2024-10-13,Coque protection,Téléphonie,231.28
T00778,C1929,2024-10-13,Câble Audio optique,Audio,94.04
T00779,C8549,2024-09-07,Disque SSD externe,Informatique,453.3
T00779,C8549,2024-09-07,Lecteur carte SD,Accessoires,1180.57
T00779,C8549,2024-09-07,Câble USB-C,Téléphonie,1227.94
T00780,C5174,2024-11-08,Chargeur rapide,Téléphonie,410.38
T00781,C6833,2024-06-11,Adaptateur Jack,Audio,710.15
T00781,C6833,2024-06-11,Lampe de bureau LED,Bureau,1082.86
T00781,C6833,2024-06-11,Tapis de souris XL,Bureau,153.76
T00782,C9448,2024-02-02,Papier A4 500f,Bureau,1221.96
T00783,C5073,2024-05-31,Multiprise USB,Accessoires,1128.35
T00784,C6945,2024-03-17,Coque protection,Téléphonie,65.61
T00785,C4187,2024-12-24,Clavier mécanique,Informatique,1056.63
T00786,C8097,2024-09-06,Casque Bluetooth,Informatique,1140.23
T00787,C4544,2024-11-26,Coque protection,Téléphonie,217.36
T00788,C6151,2024-05-22,"Laptop Pro 15""",Informatique,831.45
T00788,C6151,2024-05-22,Hub USB-C,Informatique,963.08
T00788,C6151,2024-05-22,Tapis de souris XL,Bureau,243.29
T00788,C6151,2024-05-22,Sac à dos PC,Accessoires,1246.16
T00788,C6151,2024-05-22,Support laptop,Bureau,833.3
T00788,C6151,2024-05-22,Souris sans fil,Informatique,1101.83
T00789,C9277,2024-10-30,Protection écran,Téléphonie,543.94
T00789,C9277,2024-10-30,Lampe de bureau LED,Bureau,1269.59
T00789,C9277,2024-10-30,"Laptop Pro 15""",Informatique,760.31
T00790,C4729,2024-11-25,Smartphone Android,Téléphonie,1238.79
T00790,C4729,2024-11-25,Chargeur rapide,Téléphonie,880.5
T00791,C6717,2024-07-28,Support laptop,Bureau,567.53
T00791,C6717,2024-07-28,Clavier mécanique,Informatique,339.09
T00791,C6717,2024-07-28,"Laptop Pro 15""",Informatique,1150.0
T00791,C6717,2024-07-28,Sac à dos PC,Accessoires,154.99
T00792,C1128,2024-02-24,Support laptop,Bureau,622.97
T00793,C4568,2024-08-18,Protection écran,Téléphonie,426.6
T00793,C4568,2024-08-18,Smartphone iPhone,Téléphonie,345.57
T00793,C4568,2024-08-18,Hub USB-C,Informatique,980.33
T00793,C4568,2024-08-18,Coque protection,Téléphonie,481.34
T00793,C4568,2024-08-18,Câble USB-C,Téléphonie,946.25
T00794,C5355,2024-02-02,"Housse laptop 15""",Accessoires,561.24
T00794,C5355,2024-02-02,Nettoyant écran,Accessoires,836.37
T00795,C4613,2024-11-15,Papier A4 500f,Bureau,1092.26
T00795,C4613,2024-11-15,Multiprise USB,Accessoires,559.06
T00796,C2294,2024-05-08,Adaptateur Jack,Audio,1085.55
T00796,C2294,2024-05-08,Casque Bluetooth,Informatique,203.54
T00797,C4245,2024-05-07,Sac à dos PC,Accessoires,203.96
T00797,C4245,2024-05-07,Multiprise USB,Accessoires,1199.85
T00798,C1949,2024-03-07,Câble HDMI 2.1,Accessoires,190.79
T00798,C1949,2024-03-07,"Écran 27"" 4K",Informatique,488.4
T00798,C1949,2024-03-07,Tapis de souris XL,Bureau,918.74
T00798,C1949,2024-03-07,Nettoyant écran,Accessoires,506.14
T00798,C1949,2024-03-07,Clavier sans fil,Informatique,327.14
T00798,C1949,2024-03-07,Souris sans fil,Informatique,754.24
T00799,C2817,2024-10-30,Imprimante laser,Bureau,381.44
T00799,C2817,2024-10-30,Cartouche toner,Bureau,260.41
T00799,C2817,2024-10-30,Papier A4 500f,Bureau,1265.4
T00800,C5366,2024-05-25,Lampe de bureau LED,Bureau,796.23
T00800,C5366,2024-05-25,Papier A4 500f,Bureau,732.41
T00801,C5231,2024-01-28,Sac à dos PC,Accessoires,879.32
T00802,C7587,2024-08-28,Casque Bluetooth,Informatique,139.53
T00803,C2326,2024-10-13,Multiprise USB,Accessoires,1063.05
T00804,C2218,2024-12-27,Cartouche toner,Bureau,1091.93
T00804,C2218,2024-12-27,Câble Audio optique,Audio,1227.44
T00805,C5443,2024-07-22,Papier A4 500f,Bureau,1147.72
T00806,C3172,2024-11-29,Clavier sans fil,Informatique,15.19
T00806,C3172,2024-11-29,Souris sans fil,Informatique,451.98
T00807,C3939,2024-04-02,Batterie externe,Téléphonie,905.78
T00807,C3939,2024-04-02,Câble USB-C,Téléphonie,527.25
T00808,C6965,2024-08-07,Câble USB-C,Téléphonie,468.94
T00809,C8770,2024-07-23,Lampe de bureau LED,Bureau,146.94
T00810,C2212,2024-06-21,Webcam HD,Informatique,1295.97
T00810,C2212,2024-06-21,Câble Audio optique,Audio,221.46
T00810,C2212,2024-06-21,Câble HDMI 2.1,Accessoires,80.19
T00811,C4010,2024-01-24,Lampe de bureau LED,Bureau,463.84
T00812,C1949,2024-07-12,Hub USB-C,Informatique,997.64
T00813,C1543,2024-02-18,Casque HiFi,Audio,738.96
T00813,C1543,2024-02-18,Disque SSD externe,Informatique,1087.07
T00814,C3866,2024-04-11,Smartphone Android,Téléphonie,1259.72
T00814,C3866,2024-04-11,Disque SSD externe,Informatique,233.74
T00814,C3866,2024-04-11,Câble USB-C,Téléphonie,297.39
T00815,C5601,2024-12-14,Support laptop,Bureau,127.53
T00815,C5601,2024-12-14,Tapis de souris XL,Bureau,572.53
T00816,C8436,2024-05-17,Imprimante laser,Bureau,740.69
T00816,C8436,2024-05-17,Cartouche toner,Bureau,263.12
T00816,C8436,2024-05-17,Papier A4 500f,Bureau,854.02
T00816,C8436,2024-05-17,Câble USB-C,Téléphonie,892.75
T00817,C2854,2024-11-06,Câble HDMI 2.1,Accessoires,199.14
T00818,C3894,2024-12-20,Imprimante laser,Bureau,721.26
T00818,C3894,2024-12-20,Disque SSD externe,Informatique,145.18
T00818,C3894,2024-12-20,Écouteurs True Wireless,Audio,38.71
T00818,C3894,2024-12-20,Câble USB-C,Téléphonie,231.0
T00819,C6271,2024-05-25,Lecteur carte SD,Accessoires,916.58
T00820,C4325,2024-05-30,Support laptop,Bureau,495.43
T00820,C4325,2024-05-30,Lecteur carte SD,Accessoires,749.73
T00820,C4325,2024-05-30,Batterie externe,Téléphonie,44.93
T00821,C2781,2024-03-09,Câble HDMI 2.1,Accessoires,883.8
T00822,C3668,2024-04-16,Coque protection,Téléphonie,604.52
T00822,C3668,2024-04-16,Lecteur carte SD,Accessoires,619.04
T00823,C3246,2024-05-13,"Housse laptop 15""",Accessoires,1240.56
T00824,C8649,2024-06-03,Casque HiFi,Audio,1227.24
T00824,C8649,2024-06-03,Câble Audio optique,Audio,797.22
T00825,C8983,2024-03-27,Casque HiFi,Audio,992.16
T00825,C8983,2024-03-27,Câble Audio optique,Audio,348.69
T00826,C7315,2024-11-19,Adaptateur Jack,Audio,12.31
T00826,C7315,2024-11-19,Tapis de souris XL,Bureau,461.92
T00827,C4569,2024-11-05,Nettoyant écran,Accessoires,616.07
T00828,C2925,2024-09-04,Câble Audio optique,Audio,1189.27
T00829,C1440,2024-11-19,Smartphone Android,Téléphonie,702.98
T00829,C1440,2024-11-19,Protection écran,Téléphonie,774.47
T00829,C1440,2024-11-19,Chargeur rapide,Téléphonie,710.51
T00829,C1440,2024-11-19,Câble USB-C,Téléphonie,137.59
T00830,C8615,2024-09-01,Batterie externe,Téléphonie,75.99
T00830,C8615,2024-09-01,Câble USB-C,Téléphonie,519.96
T00831,C1477,2024-10-13,Adaptateur Jack,Audio,861.16
T00831,C1477,2024-10-13,Casque Bluetooth,Informatique,1084.24
T00831,C1477,2024-10-13,"Laptop Pro 15""",Informatique,945.6
T00831,C1477,2024-10-13,Nettoyant écran,Accessoires,1028.65
T00832,C2845,2024-06-05,Écouteurs True Wireless,Audio,986.37
T00833,C9909,2024-10-01,Câble Audio optique,Audio,130.06
T00834,C6704,2024-01-22,Casque HiFi,Audio,153.77
T00834,C6704,2024-01-22,"Housse laptop 15""",Accessoires,251.15
T00834,C6704,2024-01-22,Hub USB-C,Informatique,659.83
T00834,C6704,2024-01-22,Sac à dos PC,Accessoires,1104.52
T00834,C6704,2024-01-22,Laptop Ultrabook,Informatique,313.67
T00834,C6704,2024-01-22,Souris sans fil,Informatique,1215.42
T00835,C2454,2024-02-07,Casque HiFi,Audio,565.58
T00836,C8973,2024-07-21,Casque HiFi,Audio,103.6
T00836,C8973,2024-07-21,Lampe de bureau LED,Bureau,743.16
T00836,C8973,2024-07-21,Sac à dos PC,Accessoires,730.1
T00837,C7927,2024-10-07,Clavier mécanique,Informatique,1293.83
T00838,C3690,2024-08-13,Disque SSD externe,Informatique,967.19
T00838,C3690,2024-08-13,Câble USB-C,Téléphonie,469.33
T00839,C6171,2024-04-22,Webcam HD,Informatique,293.19
T00840,C7710,2024-12-28,Câble HDMI 2.1,Accessoires,1175.7
T00841,C8048,2024-12-05,Câble USB-C,Téléphonie,254.52
T00842,C2161,2024-09-24,Enceinte Bluetooth,Audio,51.43
T00842,C2161,2024-09-24,Écouteurs True Wireless,Audio,606.15
T00843,C1978,2024-06-28,Clavier sans fil,Informatique,1222.49
T00843,C1978,2024-06-28,Lampe de bureau LED,Bureau,991.6
T00843,C1978,2024-06-28,Tapis de souris XL,Bureau,907.41
